,T,RH,WS,Rs,P,month,season
60142,-0.06369481,-0.010892877,-0.0053773983,-0.14840767,-0.0013965163,12,Winter
60143,-0.063771024,-0.014310905,-0.009231254,-0.14806764,-0.0013924666,12,Winter
60152,-0.10463655,-0.0131365135,0.015025244,0.10383741,-0.0043965755,12,Winter
60154,-0.07375724,0.013048689,0.03458811,0.24847642,-0.006116044,12,Winter
60157,-0.04851247,0.027892549,0.025115063,0.13479996,-0.004440611,12,Winter
60162,-0.054843783,-0.004686,-0.017188082,-0.14785312,-0.00078674575,12,Winter
60166,-0.055694032,-0.0072959056,-0.032330323,-0.14478396,-0.0014182389,12,Winter
60181,-0.031287856,0.02379511,-0.054945037,0.14389397,-0.0032681257,12,Winter
60182,-0.032819897,0.02296728,-0.051641885,0.03382539,-0.010332489,12,Winter
60202,-0.036231417,0.025218058,-0.028072404,0.26482728,-0.0069398866,12,Winter
60203,-0.032842893,0.02736015,-0.033669535,0.22238937,-0.0049122726,12,Winter
60211,-0.060428467,0.008976928,-0.017815905,-0.14641142,-0.0015476334,12,Winter
60218,-0.067854926,0.0019091632,-0.016478974,-0.14551787,-0.0013940515,12,Winter
60239,-0.06073756,0.0038041722,-0.02596248,-0.14523573,-0.0017461645,12,Winter
60241,-0.06227232,0.00089917507,-0.02780036,-0.14489995,-0.0020500415,12,Winter
60246,-0.075907506,0.013894219,0.002685406,-0.016605813,-0.008187916,12,Winter
60247,-0.07481642,0.020898866,-0.006899584,0.079155624,-0.008885525,12,Winter
60257,-0.047585484,0.020947963,-0.038990755,-0.14492187,-0.002120629,12,Winter
60295,-0.08483095,0.027452186,0.015907906,0.10824828,-0.00713847,12,Winter
60307,-0.04918797,0.017071187,-0.03821863,-0.14536713,-0.0006730958,12,Winter
60327,-0.05640156,0.031925462,0.08038596,-0.15201584,-0.008801236,12,Winter
60331,-0.09009416,-0.042772997,0.057375297,-0.16091968,-5.952141e-05,12,Winter
60358,-0.06550285,-0.029504107,-0.015193007,-0.1460791,-0.00016627967,12,Winter
60360,-0.06764493,-0.032204702,-0.013908524,-0.14592464,-0.00024245844,12,Winter
60365,-0.061032448,-0.03631475,-0.023346728,-0.120425485,-0.0030744346,12,Winter
60372,-0.07099261,0.018061658,0.04954993,0.164199,-0.003846176,12,Winter
60381,-0.061127983,-0.020064285,-0.029766481,-0.14411668,-0.0004123274,12,Winter
60386,-0.060182832,-0.02423783,-0.034523148,-0.14434506,-0.00052058266,12,Winter
60399,-0.05252746,0.0051482455,-0.03592073,-0.14510912,-0.0011764753,12,Winter
60407,-0.058955085,-0.009073939,-0.040120356,-0.14320545,-0.0009898968,12,Winter
60408,-0.057906114,-0.0087731015,-0.0472476,-0.14290231,-0.0008454126,12,Winter
60409,-0.056209918,-0.008662555,-0.052544948,-0.14274417,-0.0011789628,12,Winter
60413,-0.06770301,-0.0017188507,-0.07297752,-0.011833054,-0.007983148,12,Winter
60436,-0.059694972,-0.01129299,-0.038317367,-0.11331585,-0.0061813286,12,Winter
60455,-0.061067607,0.004100396,-0.04017496,-0.14316086,-0.001646593,12,Winter
60457,-0.065824896,-0.0015759981,-0.03244049,-0.14345022,-0.001331201,12,Winter
60463,-0.07222025,0.015194077,-0.034465972,0.21614389,-0.0067557762,12,Winter
60478,-0.073750734,0.003726418,-0.018695647,-0.14539587,-0.0015048053,12,Winter
60481,-0.07567516,-0.0006459736,-0.023583665,-0.14352484,-0.0018870077,12,Winter
60487,-0.08806159,0.028629847,-0.00023095158,0.20343293,-0.0076566758,12,Winter
60537,-0.041050635,0.02384523,-0.0689875,0.26935437,-0.009265442,12,Winter
60540,-0.040102325,0.040475816,-0.00082898064,0.049552258,-0.009529782,12,Winter
60542,-0.04716399,0.018254645,-0.0461426,-0.17232774,-0.01024561,12,Winter
60543,-0.06014143,0.020814534,-0.02406288,-0.14531563,-0.002395999,12,Winter
60549,-0.07240156,0.01186873,-0.019279577,-0.14546555,-0.001892773,12,Winter
60555,-0.0732659,0.00561275,-0.028404718,-0.14353488,-0.0017654361,12,Winter
60567,-0.05585882,0.019170076,-0.030450346,-0.14442262,-0.002439296,12,Winter
60578,-0.07317512,-0.0031237775,-0.025475198,-0.14355996,-0.0013048627,12,Winter
60595,-0.063372836,0.011517905,-0.019938149,-0.14573373,-0.002035571,12,Winter
60607,-0.092375614,0.027533283,0.008347527,0.19003738,-0.007990821,12,Winter
60611,-0.03553849,0.025638688,-0.0489786,0.15703395,-0.006513389,12,Winter
60641,-0.042572092,0.009613694,-0.045833234,-0.14669493,-0.0016741517,12,Winter
60642,-0.045633007,0.0067512933,-0.040677976,-0.14688371,-0.0012513632,12,Winter
60647,-0.05751472,-0.008936067,-0.028637996,-0.14602,-0.00021613196,12,Winter
60656,-0.03473187,0.033668574,0.019285027,0.26399875,-0.0075073303,12,Winter
60671,-0.05700553,0.0058319806,-0.047002003,-0.1443928,-0.00089669443,12,Winter
60675,-0.040180713,0.009654658,-0.07552527,-0.12436554,-0.0053658057,12,Winter
60683,-0.031158995,0.043910787,0.011067978,0.06584131,-0.0076099476,12,Winter
60708,-0.038906146,0.01886775,-0.084237516,-0.08867058,-0.011420256,12,Winter
60711,-0.05446312,0.026458012,-0.03880329,-0.14301139,-0.0028032123,12,Winter
60713,-0.060487043,0.024756487,-0.035481032,-0.1426971,-0.002780166,12,Winter
60715,-0.06480922,0.019701269,-0.032249313,-0.14387207,-0.0022756953,12,Winter
60727,-0.05309842,0.024726858,-0.05810926,0.25974733,-0.0068829665,12,Winter
60742,-0.06860505,0.011808516,-0.030913433,-0.14376296,-0.0021269233,12,Winter
60751,-0.06616221,0.024357814,-0.049469613,0.26130953,-0.0124182375,12,Winter
60759,-0.06955525,0.026389062,-0.027643966,-0.1438506,-0.0020637424,12,Winter
60799,-0.07803436,0.039272062,-0.014425383,0.2583263,-0.009342086,12,Winter
60808,-0.075864494,0.021708792,-0.013369783,-0.14613335,-0.00246215,12,Winter
60811,-0.078632705,0.014853065,-0.017475909,-0.14487077,-0.0023303754,12,Winter
60816,-0.08354365,0.0071645095,-0.020919481,-0.14509541,-0.0020318474,12,Winter
60833,-0.07511649,0.020778824,-0.021070782,-0.1448711,-0.0025811037,12,Winter
60839,-0.08069248,0.016404623,-0.025225736,-0.14403968,-0.0024272578,1,Winter
60856,-0.067231975,0.029953407,-0.03188673,-0.14214274,-0.0033659765,1,Winter
60864,-0.075589366,0.024656005,-0.039130963,-0.14113525,-0.0031032136,1,Winter
60868,-0.07659915,0.02644871,-0.060736027,-0.013677844,-0.0098907305,1,Winter
60907,-0.08678055,0.02363129,-0.011444001,-0.14588976,-0.003834541,1,Winter
60922,-0.058509327,0.0430528,0.0024116763,0.18079832,-0.0058003166,1,Winter
60925,-0.050560515,0.018476887,-0.044291098,-0.17588346,-0.011901532,1,Winter
60939,-0.058362823,0.023322068,-0.017421948,-0.13264468,-0.008088386,1,Winter
60966,-0.0913303,0.050427288,0.059999783,0.16557066,-0.006538605,1,Winter
60988,-0.096525885,-2.0660336e-05,0.04221979,-0.05635917,-0.00852516,1,Winter
60998,-0.053665947,0.012839135,-0.006205204,-0.14957374,-0.001491252,1,Winter
61003,-0.062205993,0.001569995,-0.012117456,-0.14760964,-0.0011073829,1,Winter
61005,-0.06218693,-0.0017786903,-0.016306313,-0.14684984,-0.0008725265,1,Winter
61014,-0.04505493,0.028837012,0.011647538,-0.033295013,-0.008059981,1,Winter
61016,-0.038193297,0.03191849,0.04938939,0.0723727,-0.008664184,1,Winter
61034,-0.05016016,-0.04674622,-0.027289612,-0.14362785,-0.002244396,1,Winter
61075,-0.08058474,0.009423003,-0.012135925,-0.14578035,-0.0015817276,1,Winter
61077,-0.08412975,0.00678725,-0.011947555,-0.145648,-0.0015899192,1,Winter
61078,-0.08483053,0.0030134565,-0.016391285,-0.14538841,-0.0015381972,1,Winter
61079,-0.080943175,0.0015902978,-0.022027347,-0.14476298,-0.0017831516,1,Winter
61098,-0.078662895,0.0056951945,-0.009783431,-0.14672549,-0.0018831023,1,Winter
61103,-0.086208954,-0.00518475,-0.00060487946,-0.14737916,-0.0021129865,1,Winter
61106,-0.083708264,-0.0009074231,0.019841487,-0.11846932,-0.0052259914,1,Winter
61116,-0.049130004,0.012453594,-0.04953332,-0.16614898,-0.009888459,1,Winter
61117,-0.061298016,0.016372673,-0.029050998,-0.14429192,-0.0028897454,1,Winter
61122,-0.06177986,0.014123307,-0.03709129,-0.1431671,-0.0024688952,1,Winter
61123,-0.06262457,0.013725565,-0.035677996,-0.14293878,-0.0023104164,1,Winter
61140,-0.045584187,0.013262877,-0.055276554,-0.16082434,-0.011003299,1,Winter
61157,-0.07055636,0.033339765,0.0013170985,0.18795052,-0.0062247207,1,Winter
61184,-0.04740139,0.039988797,0.0043104156,0.14524344,-0.004207,1,Winter
61189,-0.04857995,0.01831705,-0.031504642,-0.1454333,-0.0025159784,1,Winter
61192,-0.055564884,0.016397329,-0.020981045,-0.1461474,-0.0020967852,1,Winter
61204,-0.07114261,0.02383523,0.015211281,0.059850745,-0.01075666,1,Winter
61206,-0.061610598,0.034412332,0.007046254,0.2081356,-0.005979105,1,Winter
61210,-0.021390378,0.01558294,-0.13582428,0.035043105,-0.009333614,1,Winter
61218,-0.06311486,0.0006482941,-0.0013508911,-0.14927828,-0.0019955367,1,Winter
61225,-0.04859205,-0.015725372,-0.035756927,-0.1358075,-0.00380377,1,Winter
61229,-0.061239175,0.013310539,0.0024035145,0.090265,-0.006394654,1,Winter
61267,-0.07120719,0.022355227,-0.049394168,-0.14137563,-0.0023892336,1,Winter
61269,-0.074774206,0.018302606,-0.040295728,-0.1425082,-0.0028682607,1,Winter
61277,-0.09409232,0.04292307,0.023832679,0.21067274,-0.0069966475,1,Winter
61282,-0.053505823,0.02809823,-0.029482163,-0.046290807,-0.006958759,1,Winter
61288,-0.07658896,0.02687581,-0.023429388,-0.14438637,-0.0022916873,1,Winter
61295,-0.07651939,0.0026544756,-0.035993293,-0.14353159,-0.0012249933,1,Winter
61311,-0.08042641,0.02227484,-0.021120312,-0.14432155,-0.0027075808,1,Winter
61315,-0.08289187,0.014190235,-0.027380902,-0.14378712,-0.0029325604,1,Winter
61328,-0.06924065,0.029465953,-0.034117326,0.19014932,-0.008277308,1,Winter
61340,-0.09331371,0.021518486,-0.0029439577,-0.14703605,-0.003519528,1,Winter
61344,-0.08638002,0.013272414,-0.018572839,-0.14528112,-0.0028127052,1,Winter
61357,-0.06839535,0.023307107,-0.030259829,-0.14392647,-0.0021925112,1,Winter
61358,-0.07327715,0.022674201,-0.027560122,-0.14432892,-0.0020685117,1,Winter
61363,-0.07729658,0.017158618,-0.030040005,-0.14361548,-0.0017195217,1,Winter
61371,-0.1051336,0.02580065,-0.038156763,0.103568844,-0.007710917,1,Winter
61376,-0.07554001,0.039963096,0.0046827374,0.21657921,-0.008697985,1,Winter
61378,-0.06490891,0.03347511,-0.007327781,-0.0024907715,-0.009955681,1,Winter
61382,-0.07737376,0.020845769,-0.018607438,-0.14532363,-0.00251763,1,Winter
61418,-0.13170423,0.03651387,0.040863108,-0.021257503,-0.009379733,1,Winter
61419,-0.1258552,0.035613015,0.01780109,0.0762472,-0.010393257,1,Winter
61421,-0.120477356,0.053908184,0.06462001,0.24476115,-0.009087056,1,Winter
61423,-0.08671296,0.0501718,0.043467917,0.1655696,-0.008341057,1,Winter
61441,-0.05797326,0.013233549,-0.033516884,-0.12954865,-0.0068647577,1,Winter
61449,-0.0753357,0.04311723,0.021040196,0.079619125,-0.008283786,1,Winter
61459,-0.086289816,0.007079189,-0.01590258,-0.14567193,-0.001996639,1,Winter
61462,-0.085212536,0.0018171773,-0.015214581,-0.14564896,-0.0015647782,1,Winter
61466,-0.13071118,0.021585375,0.04109082,-0.018195763,-0.009712909,1,Winter
61471,-0.08159491,0.03525367,-0.012964319,0.22769089,-0.00835365,1,Winter
61514,-0.04609742,0.014423887,-0.08464302,-0.07646929,-0.008312872,1,Winter
61562,-0.09735556,0.024427649,0.011705654,0.008561407,-0.00948738,1,Winter
61573,-0.0593679,0.027102761,-0.033846635,-0.14305368,-0.0027037882,1,Winter
61580,-0.080624506,0.012853149,-0.02009636,-0.14512746,-0.0014661889,2,Winter
61581,-0.08144953,0.012542007,-0.016213011,-0.1460398,-0.0015756014,2,Winter
61584,-0.09149268,0.011302949,-0.010842114,-0.14663865,-0.0021079902,2,Winter
61598,-0.039095286,0.022027541,-0.09737965,-0.14345434,-0.002605409,2,Winter
61603,-0.072830565,0.021133484,-0.020793911,-0.14686677,-0.0020314322,2,Winter
61610,-0.07976121,0.03294208,0.027448962,-0.07432711,-0.0072223265,2,Winter
61611,-0.07961341,0.037536725,0.022163944,-0.024519153,-0.0076527502,2,Winter
61624,-0.088801175,-0.020011798,0.029210107,-0.15510279,-0.00023489015,2,Winter
61632,-0.08896886,-0.066872336,0.018899003,-0.11768869,-0.00036836026,2,Winter
61647,-0.06673133,-0.014320232,-0.029581482,-0.1447381,-2.3862562e-05,2,Winter
61649,-0.06878797,-0.021605747,-0.027228806,-0.14419231,0.0002102642,2,Winter
61662,-0.09615255,0.018089944,0.000602854,0.26578352,-0.010741356,2,Winter
61667,-0.055654887,0.003345658,-0.04135486,-0.1463331,-0.00047359915,2,Winter
61676,-0.0637426,-0.0050259135,-0.047192022,-0.14284456,-0.00044808624,2,Winter
61682,-0.090142876,0.012808152,-0.01869068,0.083544284,-0.007964998,2,Winter
61686,-0.091585,0.028997388,0.027396714,0.20371805,-0.008391323,2,Winter
61696,-0.06359721,-0.0019105603,-0.03594959,-0.1446151,-0.00045280313,2,Winter
61709,-0.0892202,0.016151626,-0.036386035,0.32133767,-0.0109088095,2,Winter
61711,-0.08809979,0.024187094,0.015169054,0.14159104,-0.0070643984,2,Winter
61720,-0.07447001,-0.010400688,-0.01884546,-0.14467236,-0.0007207314,2,Winter
61731,-0.11348565,0.030295227,0.007963159,0.20223905,-0.009418274,2,Winter
61734,-0.1370986,0.041938078,0.042588245,0.33913368,-0.013234599,2,Winter
61741,-0.0646506,0.016761186,-0.038471434,-0.14286342,-0.0021848786,2,Winter
61745,-0.07569658,0.011306042,-0.029679213,-0.1433081,-0.0021816092,2,Winter
61756,-0.099707276,0.02412403,-0.05113518,0.35755426,-0.014267664,2,Winter
61774,-0.07591771,-0.0020237234,-0.034218032,-0.14247067,-0.0017870895,2,Winter
61783,-0.087147884,0.04202083,0.007412052,0.27327177,-0.008538899,2,Winter
61796,-0.06367706,0.013773671,-0.058627643,-0.14244744,-0.0024441066,2,Winter
61833,-0.04592268,0.04546759,0.015201756,0.044259388,-0.01104038,2,Winter
61843,-0.08042861,0.013222446,-0.023992414,-0.14428385,-0.0025087777,2,Winter
61872,-0.061402146,0.016274683,-0.04340041,-0.10671207,-0.00803601,2,Winter
61875,-0.07992612,0.03775611,-0.020115525,0.28297803,-0.0123887835,2,Winter
61880,-0.03829935,0.029155396,-0.038681585,0.19181761,-0.00578711,2,Winter
61882,-0.04391165,0.019966777,-0.0739144,-0.11374137,-0.012665996,2,Winter
61883,-0.052151337,0.030492458,-0.04111776,-0.14156201,-0.0033029234,2,Winter
61885,-0.060138036,0.029503085,-0.033477068,-0.14213629,-0.0031705366,2,Winter
61898,-0.083246976,0.043624084,0.01813454,0.13180399,-0.0065160287,2,Winter
61910,-0.040779315,0.030414335,-0.067749806,-0.14000635,-0.0044789906,2,Winter
61918,-0.06772065,0.029126398,-0.031608433,-0.14241357,-0.0028865829,2,Winter
61939,-0.0748575,0.02635629,-0.014150161,-0.14569195,-0.0025248341,2,Winter
61942,-0.07710654,0.02129547,-0.017533245,-0.14552799,-0.0024365261,2,Winter
61950,-0.016861865,0.030725153,-0.05326331,0.41146067,-0.0073134415,2,Winter
61959,-0.037704043,0.027195485,-0.06812999,-0.14173196,-0.004627598,2,Winter
61976,0.0030317148,0.043531723,-0.009587356,0.16823094,-0.007827286,2,Winter
61983,-0.027300581,0.021411309,-0.10441357,-0.14669791,-0.0017369444,2,Winter
61993,-0.059032183,0.021850877,-0.032579593,0.019951403,-0.008808661,2,Winter
62003,-0.038227204,0.03204799,-0.03296146,-0.14495856,-0.0026687293,2,Winter
62006,-0.04020563,0.029601755,-0.047845732,-0.14185241,-0.0040608984,2,Winter
62011,-0.06321151,0.019975593,-0.026059352,-0.14562845,-0.0016387294,2,Winter
62015,-0.065247506,0.014754151,-0.025815401,-0.14483392,-0.002070774,2,Winter
62029,-0.033152413,0.035193574,-0.043477558,-0.14190088,-0.002739271,2,Winter
62032,-0.052826777,0.032890268,-0.027865691,-0.14391327,-0.002461819,2,Winter
62040,-0.060352955,0.03497529,0.001514776,-0.09521606,-0.0097117005,2,Winter
62056,-0.057223327,0.03634251,-0.012580318,-0.14623295,-0.0038616061,2,Winter
62058,-0.062357735,0.039626908,-0.0017454338,-0.14784817,-0.0049222875,2,Winter
62085,-0.06597888,-0.018201618,0.007578126,-0.15256,-0.0010391141,2,Winter
62130,-0.060803276,0.029250173,-0.034601472,-0.1425543,-0.0025371695,2,Winter
62131,-0.062247973,0.028354516,-0.031947307,-0.14407943,-0.0026538405,2,Winter
62134,-0.072744936,0.021080337,-0.025867892,-0.14459634,-0.0023649498,2,Winter
62150,-0.04099107,0.030261988,-0.062463965,-0.14003482,-0.0045443224,2,Winter
62172,-0.036738493,0.0319506,-0.059099246,-0.13798206,-0.0054528783,2,Winter
62208,-0.049608108,0.026473831,-0.05205001,-0.092430696,-0.009319385,2,Winter
62217,0.01464285,0.021374363,-0.044254508,0.07588719,-0.003543568,2,Winter
62218,-0.014792275,0.015734114,-0.08313508,-0.101686694,-0.007199904,2,Winter
62241,0.026666123,0.020209128,-0.07133591,0.063596904,-0.0035714183,2,Winter
62244,-0.018467141,0.037378915,-0.04768371,-0.14516403,-0.0020994754,2,Winter
62263,0.038435686,0.04305646,0.046016283,0.38087487,0.011493052,2,Winter
62291,-0.021480143,0.03441178,-0.038666774,-0.14956953,-0.002596214,3,Winter
62292,-0.025174145,0.033142563,-0.03904884,-0.14926086,-0.0024113588,3,Winter
62298,-0.031172836,0.02139708,-0.056139708,-0.1489699,-1.9445293e-05,3,Winter
62313,0.020067664,0.036450602,-0.034906317,0.04747081,-0.0042941743,3,Winter
62318,-0.020321593,0.030268896,-0.067518696,-0.14805299,-0.0022610873,3,Winter
62326,-0.033644777,0.024182554,-0.07737728,-0.1455512,-0.0027666898,3,Winter
62337,0.015930865,0.010746049,-0.13162293,0.06333638,-0.010248674,3,Winter
62338,-0.0059436886,0.013874534,-0.12919752,-0.107695766,-0.0082018245,3,Winter
62354,-0.018879812,0.048599493,0.021788904,0.20939086,-0.00649475,3,Winter
62359,0.052305743,0.04794086,0.058674634,0.34868893,0.015246117,3,Winter
62368,-0.037335243,0.027554097,-0.03119735,-0.14868888,-0.0018660944,3,Winter
62370,-0.044852786,0.019896537,-0.029248802,-0.14910126,-0.0004130676,3,Winter
62388,-0.01673616,0.032797273,-0.058489047,-0.14845507,-0.0022022612,3,Winter
62393,-0.03327324,0.024487417,-0.04534026,-0.14768006,-0.0010959505,3,Winter
62411,-0.023337219,0.024900846,-0.032508917,-0.17979634,-0.006948861,3,Winter
62433,0.0064442777,0.021332648,-0.065749854,0.04311067,-0.0065357867,3,Winter
62455,0.005107053,0.018626746,-0.13487743,0.34391743,-0.008235991,3,Winter
62480,0.012094433,0.022373173,-0.07492464,0.01972937,-0.00782283,3,Winter
62489,-0.037210412,0.020787738,-0.036564566,-0.14849454,-0.00095586636,3,Winter
62500,0.03995066,0.031997453,-0.034857307,0.2787465,0.00034407078,3,Winter
62520,-0.011215005,0.04714934,0.01466318,0.12592995,-0.0042834035,3,Winter
62528,-0.00650443,0.04148915,0.007379985,-0.13664393,-0.00447149,3,Winter
62555,-0.026846793,0.018425966,-0.04452545,-0.15080088,0.000574568,3,Winter
62557,-0.03204475,0.016193079,-0.040627807,-0.1502215,0.00011857001,3,Winter
62563,-0.041245017,0.0044682855,-0.039574955,-0.14943726,0.0007793977,3,Winter
62565,-0.03549562,0.011450262,-0.049097054,-0.09584525,-0.0060133557,3,Winter
62581,-0.02567487,0.0183491,-0.07612135,-0.15014768,-0.0011451294,3,Winter
62583,-0.028072184,0.01787144,-0.0765125,-0.15027808,-0.000114023205,3,Winter
62584,-0.03064181,0.017345898,-0.06424366,-0.1497281,-0.00015498164,3,Winter
62601,-0.017315779,0.030966809,-0.060292765,-0.1482292,-0.0027325074,3,Winter
62602,-0.020505516,0.031038757,-0.058363724,-0.14797404,-0.0028673857,3,Winter
62609,-0.044015344,0.021459583,-0.035888903,-0.14795822,-0.0002480806,3,Winter
62611,-0.03983872,0.023791851,-0.035702776,-0.04698972,-0.008040738,3,Winter
62621,0.004269078,0.018053057,-0.11824302,-0.089753956,-0.008717738,3,Winter
62626,-0.03016663,0.02806069,-0.035585504,-0.14958292,-0.0026702653,3,Winter
62632,-0.045108166,0.015550171,-0.018003779,-0.15053235,-4.768833e-05,3,Winter
62645,-0.012867801,0.019057807,-0.058395978,-0.19510151,-0.0087335,3,Winter
62655,-0.04804497,0.008899984,0.004080161,-0.15460624,0.0013549963,3,Winter
62659,-0.0405426,0.014605859,0.03349279,0.10142738,-0.003914597,3,Winter
62670,-0.01215658,0.03910598,-0.02416953,-0.15626192,0.00083604647,3,Winter
62680,-0.04679078,-0.015552305,-0.008451625,-0.15377006,0.00047968485,3,Winter
62684,-0.019505868,0.03412846,0.058368698,0.25926626,-0.0056605684,3,Winter
62696,-0.017109979,0.028991401,-0.03720711,-0.15630814,0.00021042612,3,Winter
62704,-0.05174153,0.03210197,-0.030872535,-0.14933665,0.0021439786,3,Winter
62705,-0.03331053,0.023517659,-0.058194656,-0.16519494,0.010701333,3,Winter
62719,-0.018188158,0.038589124,-0.04413005,-0.14905651,0.0005507851,3,Winter
62732,-0.0037946226,0.022076242,-0.08984054,0.2614437,-0.003953431,3,Winter
62740,0.0071259984,0.017544841,-0.121364444,-0.08232101,-0.0040592914,3,Winter
62744,-0.029012801,0.038029704,-0.021199318,-0.14960217,0.0007501967,3,Winter
62768,-0.023864018,0.03624399,-0.034068245,-0.15058352,0.0001262337,3,Winter
62774,-0.04682896,0.027255978,-0.027990287,-0.15035565,0.00062448543,3,Winter
62785,0.03202605,0.01700511,-0.11368916,0.04442538,0.009876532,3,Winter
62800,-0.041843478,0.046384737,0.057966884,-0.037317235,-0.005484355,3,Winter
62801,-0.029338965,0.049110852,0.05128762,0.0892982,-0.0077507724,3,Winter
62808,0.063982025,0.03681931,0.008570817,0.23973398,0.017479032,3,Winter
62814,-0.021118661,0.033838436,-0.028949207,-0.15194115,-0.00043201327,3,Winter
62850,0.02303814,0.0457172,0.022743946,0.25647452,-0.0005144892,3,Winter
62868,-0.036730148,0.034993917,-0.0076790573,-0.15277722,-0.0034749068,3,Winter
62870,-0.027666476,0.033662513,-0.001325802,-0.14637122,0.0030036576,3,Winter
62894,-0.023532404,0.017207468,-0.06481599,-0.15972163,0.0066187656,3,Winter
62911,-0.009010505,0.030344231,-0.07738889,-0.15297017,-0.0035205118,3,Winter
62929,-0.007763827,0.023838412,-0.04312403,-0.20480523,-0.00023881708,3,Winter
62945,0.03785626,0.04190111,0.04248098,0.41127267,0.013310882,3,Winter
62960,-0.027595961,0.013019991,-0.012782882,-0.1577515,0.0021259442,3,Winter
62964,-0.03845328,-0.015103392,-0.010329131,-0.15651195,-0.00037464238,3,Winter
62979,-0.0031819458,0.029551934,-0.059197202,-0.1570356,-0.0024464722,3,Winter
62984,-0.031038454,-0.00040832197,-0.0075237835,-0.15876307,0.0017798356,3,Winter
62991,0.0037838707,0.037005592,0.07098525,0.2551739,-0.0011972485,3,Winter
62992,0.028288115,0.045109607,0.06798009,0.40010568,0.011931011,3,Winter
62996,0.0674446,0.048190787,0.07438685,0.41538167,0.012143709,3,Winter
63001,-0.005435901,0.03534909,-0.020203492,-0.16050716,0.0007868568,3,Winter
63007,-0.037088636,-0.006956224,0.02097399,-0.1636223,0.00151488,4,Summer
63008,-0.03840608,-0.021447988,0.012961667,-0.15986125,0.0015961895,4,Summer
63016,-0.010864739,0.011267438,0.05777816,0.38931993,0.010661769,4,Summer
63030,-0.03429587,-0.008265059,0.0320829,-0.16757596,0.00074693083,4,Summer
63037,-0.041695416,-0.021919984,0.048436217,0.1088194,-0.0020853283,4,Summer
63043,0.038762003,0.019261023,-0.06877512,0.3604152,0.015266971,4,Summer
63044,0.03770738,0.019983534,-0.081930466,0.14898136,0.008392704,4,Summer
63045,0.028815104,0.02002051,-0.07802771,0.021761337,0.005001751,4,Summer
63051,-0.023617994,0.019429421,0.019992098,-0.16531812,0.00047190103,4,Summer
63055,-0.047802705,-0.027692197,0.036257014,-0.1637364,0.00071597187,4,Summer
63063,0.0011933072,0.025483938,-0.026404656,0.48714015,-0.005196483,4,Summer
63071,-0.015644863,0.011909814,-0.041896757,-0.15888043,0.0021780294,4,Summer
63075,-0.02670705,-0.00036177988,-0.023423739,-0.15714663,0.0024273053,4,Summer
63119,-0.020003546,-0.0057403403,-0.01902877,-0.15943727,0.0011906989,4,Summer
63123,-0.033654552,-0.021472558,0.0054357275,-0.15893668,9.23754e-05,4,Summer
63137,-0.0033495254,0.013882387,-0.022085458,0.48148745,0.0015119707,4,Summer
63148,-0.040727444,-0.015463771,0.0019090854,-0.15586437,-0.0010080086,4,Summer
63154,-0.05563034,-0.016856218,0.020583034,-0.004694541,-0.0060761124,4,Summer
63164,0.010522778,0.02111168,-0.04940069,-0.074649744,-0.001612251,4,Summer
63165,-0.011456605,0.01587458,-0.060125746,-0.15450656,-0.0019681158,4,Summer
63195,-0.028197689,0.011963659,-0.035514697,-0.15380256,0.0015205316,4,Summer
63197,-0.032169506,0.010261307,-0.033868283,-0.15265879,0.0018469631,4,Summer
63206,0.05305586,0.017674338,-0.10745877,0.41845357,0.0067608105,4,Summer
63219,-0.024517175,0.014577379,-0.046676364,-0.15305634,0.00096861005,4,Summer
63241,-0.029472325,0.023661092,0.06418625,-0.17494597,0.000760661,4,Summer
63249,0.013059347,0.024403587,0.0577893,0.28624374,0.0013057338,4,Summer
63290,-0.0090715,0.023986464,-0.06141498,-0.15906617,0.0011503167,4,Summer
63295,-0.013952088,0.02697391,-0.013526976,-0.00782451,-0.0014599145,4,Summer
63311,-0.0073974496,0.01694575,-0.03690331,-0.16273725,0.0032618213,4,Summer
63319,-0.00844676,0.01707317,0.0031852585,0.14624088,0.0060203425,4,Summer
63337,-0.018808188,0.009888773,-0.02741776,-0.16119486,0.004607882,4,Summer
63346,0.025013957,0.019553741,-0.09222274,0.4755079,0.005486135,4,Summer
63362,-0.027231678,0.023047328,0.0026461422,-0.1588704,-0.0025031667,4,Summer
63373,0.05013483,0.042558756,0.04159616,0.2244713,0.012740649,4,Summer
63384,-0.041242138,0.026794603,-0.0020840804,-0.15254655,-0.0017389099,4,Summer
63386,-0.04797366,0.014319647,-0.0042373,-0.15239799,-0.0010811222,4,Summer
63402,-0.010207746,0.031778343,-0.052283593,-0.1518532,-0.0036055436,4,Summer
63416,0.03641579,0.028123928,-0.045831874,0.4784675,0.0069063725,4,Summer
63430,-0.025594408,0.03457353,-0.03084027,-0.15312895,0.0013623028,4,Summer
63439,0.051682997,0.04190525,0.033559065,0.4834674,0.010477488,4,Summer
63446,0.046398092,0.041604668,0.018256731,-0.046771158,0.0099023655,4,Summer
63451,-0.013652751,0.036841102,-0.013154009,-0.1576628,-0.005332836,4,Summer
63456,-0.035653874,-0.00934325,0.008084947,-0.16019784,0.00070382614,4,Summer
63463,0.03210467,0.02364842,-0.033448845,0.45110804,0.00587537,4,Summer
63465,0.058262926,0.031397887,0.0053304695,0.5788105,0.007399937,4,Summer
63483,-0.010626461,0.016961865,-0.05085865,0.016042111,0.0037401703,4,Summer
