,T,RH,WS,Rs,P,month,season
36149,-0.04523801,0.019692196,-0.053631414,0.20660934,-0.004252123,2,Winter
36157,-0.043086383,0.011936562,-0.034439594,-0.1403545,-0.0006975559,2,Winter
36161,-0.05303331,0.00046120802,-0.023867512,-0.13979016,-0.0002780676,2,Winter
36169,-0.045321267,-0.00283723,-0.036253326,-0.15221956,-0.0026288452,2,Winter
36189,-0.053519864,-0.009981097,-0.029464658,-0.13901694,9.174803e-05,2,Winter
36196,-0.04480254,0.011199175,-0.044661388,0.1896403,-0.0029647471,2,Winter
36200,-0.035653453,0.021114513,-0.0071686637,0.16252281,-0.0012287385,2,Winter
36215,-0.04390096,-0.008645997,-0.053862587,-0.14056687,0.0008823661,2,Winter
36261,-0.049555484,-0.012566346,-0.027752623,-0.14140648,0.0014514417,3,Winter
36266,-0.056102127,-0.0013240502,-0.021333281,-0.03355372,-0.0022456811,3,Winter
36274,-0.017405154,0.032771457,0.03130753,0.013344307,-0.00187127,3,Winter
36281,-0.064713486,-0.03770105,0.03240735,-0.14975996,0.00072175986,3,Winter
36286,-0.061525106,-0.056487273,0.009861857,-0.14278664,0.00040830925,3,Winter
36288,-0.048528314,-0.036011714,-0.023645706,-0.15579578,-0.0016124777,3,Winter
36293,-0.06349809,-0.007974276,0.027760344,0.30342752,-0.0019422795,3,Winter
36304,-0.057562225,-0.034450963,0.030949712,-0.14950949,0.00076193165,3,Winter
36307,-0.062271245,-0.04539849,0.019591527,-0.14606343,0.0011569055,3,Winter
36328,-0.039391823,-0.0051084566,-0.008740896,-0.14544636,0.0015534529,3,Winter
36336,-0.042418554,-0.018210575,-0.03149103,-0.15612227,-7.047651e-05,3,Winter
36351,-0.03738353,0.0012756789,-0.029093089,-0.14342195,0.0018340294,3,Winter
36352,-0.039695527,-0.00081559585,-0.030254982,-0.14288825,0.00070127135,3,Winter
36363,-0.013881979,0.0154015925,-0.026787298,0.21432784,0.006971689,3,Winter
36370,-0.007968706,0.03674284,0.0021799807,0.0247109,-0.0020361084,3,Winter
36372,-0.027621776,0.0066096177,-0.033173744,-0.14528245,0.0024022781,3,Winter
36398,-0.032873623,-0.009337117,-0.030708032,-0.14406294,0.0025738836,3,Winter
36404,-0.04938,-0.027915563,-0.015476535,-0.14231804,0.0012314621,3,Winter
36408,-0.047988,-0.017365837,-0.03337332,-0.15000497,-0.0029123826,3,Winter
36413,-0.016340937,0.012985122,-0.03757185,0.39214796,0.00017087284,3,Winter
36421,-0.029883062,0.00091185415,-0.037369587,-0.14446644,0.0015315629,3,Winter
36458,-0.058368675,-0.022220217,0.023068454,0.044175085,-0.0034673475,3,Winter
36462,-0.029009584,0.025778377,0.13217989,0.31476936,-0.00072501187,3,Winter
36482,-0.0752149,-0.039822947,-0.00038417775,0.083983205,-0.0034261344,3,Winter
36497,-0.046495967,-0.02970367,-0.020674106,-0.14247733,0.0012740563,3,Winter
36501,-0.050889723,-0.03994127,-0.026562849,-0.14201693,0.0017698584,3,Winter
36503,-0.05296967,-0.043078497,-0.02643246,-0.14123133,0.001512884,3,Winter
36516,-0.03240188,-0.0012195598,-0.026258003,-0.14563851,0.0014657694,3,Winter
36523,-0.04749826,-0.021219516,-0.027747553,-0.14225274,0.0016607333,3,Winter
36535,-0.016102364,0.039792456,-0.0006200834,0.44746482,-0.0056655644,3,Winter
36538,0.00057637796,0.03711007,-0.0073200054,0.05932158,-0.0038066918,3,Winter
36541,-0.023859521,0.014344095,-0.059623722,-0.14442839,0.0020080083,3,Winter
36544,-0.030480677,0.009437762,-0.0508329,-0.14329211,0.0014173295,3,Winter
36549,-0.041548908,0.0015726022,-0.035209645,-0.14136091,0.0011718962,3,Winter
36561,0.026458876,0.02191966,-0.09397541,0.21696806,-0.0036896558,3,Winter
36580,0.0015254264,0.027172051,-0.05564331,0.40605605,-0.002758859,3,Winter
36581,0.009228818,0.026425822,-0.068068504,0.48177603,-0.0049665016,3,Winter
36582,0.019308351,0.029346937,-0.05592204,0.49958986,-0.00020044291,3,Winter
36588,-0.008030681,0.02730837,-0.047508057,-0.14651233,-0.00097378006,3,Winter
36591,-0.015561698,0.024929639,-0.057120677,-0.1461705,0.001449192,3,Winter
36595,-0.025867743,0.016183924,-0.06039727,-0.14580151,0.0024021894,3,Winter
36616,-0.016362568,0.015968086,-0.053234316,-0.14818011,0.001639627,3,Winter
36628,0.028976332,0.022938535,-0.043940764,0.37926173,0.003127098,3,Winter
36645,-0.027542038,0.0068330104,-0.037030775,-0.14686446,0.0021722545,3,Winter
36659,0.012777031,0.020346468,-0.0797607,-0.12235295,-0.00544492,3,Winter
36672,-0.03145529,0.0067560477,-0.0697138,-0.14639966,0.002513297,3,Winter
36704,0.029679686,0.014162935,-0.05891936,0.22681676,0.0039304844,3,Winter
36715,-0.028724194,-0.009976288,-0.036185082,-0.14783736,0.001961404,3,Winter
36722,-0.020185836,0.009402308,-0.06406471,0.085812755,0.0018554837,3,Winter
36727,0.025847789,0.019052548,-0.030853165,0.43700075,0.003991221,3,Winter
36742,-0.035377502,-0.026022676,-0.011150028,-0.1494472,0.00016233874,3,Winter
36754,-0.020768061,0.028546976,0.13400899,0.06246235,-0.00019283923,3,Winter
36765,-0.042174283,-0.013476172,-0.031519953,-0.14465027,0.0010541256,3,Winter
36767,-0.043138802,-0.009808287,-0.044410743,-0.14399394,0.0013552862,3,Winter
36772,-0.029338196,0.019202363,-0.08200134,0.43105668,-0.008272385,3,Winter
36774,-0.019100528,0.022329045,-0.04865776,0.52462125,-0.0074272663,3,Winter
36775,-0.011275599,0.03406836,-0.0265959,0.48038417,-0.009199529,3,Winter
36791,-0.06233058,-0.042226195,0.009375045,-0.14497697,0.00071673846,3,Winter
36802,-0.013169414,0.027982187,-0.013843273,0.0612353,-0.006200957,3,Winter
36815,-0.05143369,-0.020499343,-0.020521145,-0.14307082,0.001628336,3,Winter
36821,-0.019840922,0.02205148,-0.06423545,0.49405238,-0.007306251,3,Winter
36838,-0.045275208,-0.0007089457,-0.018404407,-0.14396788,0.0020529067,3,Winter
36840,-0.051234204,0.0044836043,-0.008576531,-0.12981457,9.4585135e-05,3,Winter
36843,-0.012804189,0.04194569,0.023090236,0.2766299,-0.0027563423,3,Winter
36852,-0.012592733,0.027614541,-0.04950686,-0.14616054,-0.0012360002,3,Winter
36864,-0.060398966,-0.0075526987,0.032076504,-0.11735056,0.00062500767,3,Winter
36870,0.0067290114,0.019648459,-0.09156864,0.5035071,-0.00652395,3,Winter
36892,0.008411855,0.03660118,0.047058105,0.40817428,-0.0026459962,3,Winter
36902,-0.024202095,0.01742911,-0.0226482,-0.14700803,0.00058094226,3,Winter
36908,-0.03695232,0.010578106,-0.029537624,-0.14399981,0.0022010615,3,Winter
36910,-0.04204562,0.0058949324,-0.02629822,-0.14375211,0.0024282832,3,Winter
36936,-0.05958453,-0.0125185875,0.029797044,-0.11125711,0.0012283584,3,Winter
36942,0.008493988,0.029591728,-0.03229612,0.5326673,-0.004304349,3,Winter
36944,0.016679924,0.04575856,0.053533338,0.38345042,-0.0012924979,3,Winter
36951,-0.03882788,0.02549344,-0.0062333564,-0.1441811,-0.0034941868,3,Winter
36962,-0.035886265,0.016599905,-0.034132343,0.17252819,-0.002864248,3,Winter
36975,-0.026106177,0.025134379,-0.052776128,-0.14254215,0.00150548,3,Winter
36979,-0.036827255,0.015548632,-0.046996664,-0.14230534,0.0018864248,3,Winter
36996,-0.026753955,0.027492264,-0.03274065,-0.14403269,-0.0011132504,3,Winter
36997,-0.031216491,0.025974752,-0.03397646,-0.14356475,-0.0012452211,3,Winter
37004,-0.03054426,0.018421598,-0.08718071,-0.14210898,-9.837556e-05,4,Summer
37017,0.033922963,0.033111908,0.026806394,0.08067646,-0.0013919416,4,Summer
37020,-0.010400887,0.035359975,-0.052110773,-0.14139602,-0.002197577,4,Summer
37034,0.002981856,0.034057178,-0.016414894,0.3405024,-0.0019267828,4,Summer
37035,0.023733541,0.03035254,-0.0052006645,0.4687767,0.0025465747,4,Summer
37079,-0.037723076,0.017996771,-0.04343942,-0.10680392,-0.0018227051,4,Summer
37084,0.06536422,0.034429435,0.023035107,0.5569684,0.007311233,4,Summer
37085,0.07942987,0.034815148,0.03196572,0.5624306,0.0048415307,4,Summer
37104,-0.041757893,0.050686426,0.09849055,0.04978069,-0.0044972943,4,Summer
37144,-0.02478023,0.062036756,0.095273666,-0.1757691,-0.000289515,4,Summer
37149,-0.04405934,0.024642678,0.082230546,-0.17484784,0.0012381386,4,Summer
37167,-0.045453124,0.051434256,0.037804883,-0.14987916,-0.0056793573,4,Summer
37179,-0.023826258,0.056261867,0.07038103,0.42242616,-0.0061783264,4,Summer
37191,-0.05082203,0.04468626,0.019627474,-0.14388238,-0.006851502,4,Summer
37203,-0.05941865,0.059777584,0.096437275,0.49212343,-0.0050791246,4,Summer
37214,-0.044042476,0.02970328,-0.02863753,-0.13888514,-0.0015381521,4,Summer
37229,-0.01975866,0.030307613,-0.046696566,0.5068375,-0.005925781,4,Summer
37233,-0.0055886894,0.016112708,-0.050039448,0.05324021,-0.0068995687,4,Summer
37235,-0.025015406,0.031192908,-0.05077152,-0.13898699,-0.00050866656,4,Summer
37258,-0.024152888,0.031928197,-0.04320158,-0.13980141,0.0005520323,4,Summer
37261,-0.031885043,0.029432148,-0.044583708,-0.13831307,-9.032391e-05,4,Summer
37267,-0.04561965,0.026057504,-0.039041013,-0.13687608,-0.0022393095,4,Summer
37345,0.040815573,0.03202967,0.01353928,0.5389601,0.011119653,4,Summer
37349,0.0441411,0.03843594,0.043447647,0.08179899,0.006564214,4,Summer
37350,0.02381577,0.036711767,0.015414626,-0.06375775,-0.0033739216,4,Summer
37363,-0.03392001,0.0100044925,-0.06719425,-0.100450926,-0.0024384675,4,Summer
37377,-0.011373735,0.02868226,-0.04339439,-0.14624791,-0.0021967564,4,Summer
37389,0.02206443,0.020177647,-0.10873723,0.37014613,-0.0020886657,4,Summer
37412,0.046532005,0.012340575,-0.075310275,0.50836,0.009284876,4,Summer
37424,-0.0019807362,0.030405674,-0.07221251,-0.14356968,-0.0033088983,4,Summer
37425,-0.0038640746,0.02996567,-0.08063383,-0.14193416,-0.0029078075,4,Summer
37438,0.08658308,0.016306425,-0.057686463,0.52395195,0.0048264093,4,Summer
37443,0.005374448,0.012329455,-0.06991953,-0.19389425,0.00040434254,4,Summer
37454,-0.028770233,0.01905637,-0.039000537,-0.1964815,0.0005574363,4,Summer
37466,0.049212135,0.011768964,-0.10623807,-0.088302694,0.0034050038,4,Summer
37470,0.0016368381,0.034486562,-0.015292642,-0.14927344,-0.0010082471,4,Summer
37471,-0.004706646,0.03628125,-0.012158825,-0.14829127,-0.0025539226,4,Summer
37479,-0.024771113,0.02285221,-0.033864815,-0.107479505,-0.0026233683,4,Summer
37497,-0.013359726,0.020653281,-0.094499476,-0.14755529,-0.00041748272,4,Summer
37525,-0.013491477,0.012735995,0.05889008,-0.031763103,-0.0027772645,4,Summer
37543,-0.013169841,-0.0021713963,-0.04020608,-0.1526756,0.0016317032,4,Summer
37550,0.036596633,0.019348552,0.011262379,0.18562965,0.007639151,4,Summer
37566,-0.018999876,-0.009485685,-0.026920592,-0.15247485,0.0014396093,4,Summer
37567,-0.021645755,-0.014326252,-0.017628433,-0.15136291,0.0010152156,4,Summer
37589,-0.020441761,0.005541887,0.001699882,-0.15304486,0.0010358506,4,Summer
37590,-0.024530772,0.0020898338,0.008986363,-0.1538978,0.0010942363,4,Summer
37597,0.014059236,0.020663586,0.020525292,0.32259753,0.007474276,4,Summer
37605,0.045236517,0.029283153,0.006769341,-0.055166233,0.0039261677,4,Summer
37614,-0.027364306,0.0038910664,0.005630796,-0.15309545,0.00076543103,4,Summer
37617,-0.035957675,-0.007313777,-0.026023252,-0.18373337,-0.0014862956,4,Summer
37624,0.044570774,0.025957385,-0.015044145,0.46272302,0.0072198403,4,Summer
37628,0.054112837,0.03818921,0.06654629,0.06107381,0.007113745,4,Summer
37633,-0.011413484,0.030562703,0.03716366,-0.1578048,-0.010101684,4,Summer
37635,-0.024087634,0.021929055,0.032940485,-0.15772055,-0.00225239,4,Summer
37658,-0.004946959,0.018261133,-0.029580146,-0.15355627,-0.0015841676,4,Summer
37678,-0.0038239316,0.0060437126,-0.0628142,-0.15684257,0.00038965573,4,Summer
37688,-0.025914703,-0.0057568494,-0.035302777,-0.17044157,-0.00014662107,4,Summer
37701,0.010189982,0.018435378,-0.060077373,-0.15876628,-0.0012873466,4,Summer
37710,-0.011949583,0.0013859364,-0.055553205,-0.15375254,0.0017656968,5,Summer
37718,0.029811587,0.015167493,-0.0011154991,0.4913071,0.0087433355,5,Summer
37725,-0.002996649,0.0015451403,-0.013392198,-0.15723458,-0.00095040834,5,Summer
37737,-0.017049935,0.0046808408,0.007791224,0.037582964,0.0014296089,5,Summer
37739,0.022521766,0.016242128,-0.041055072,0.27689928,0.0051853443,5,Summer
37748,0.004555004,0.014244187,-0.004876616,-0.17228886,0.0030119054,5,Summer
37772,0.0027602369,0.01114548,-0.04179286,-0.17981875,-0.0017144815,5,Summer
37784,-0.025732981,0.0044042068,-0.00046224878,-0.0986238,0.001430829,5,Summer
37796,-0.0075243125,-0.01226972,-0.04865642,-0.15913539,-0.0013671314,5,Summer
37807,-0.03301431,-0.03295927,-0.01765205,-0.1575311,-0.0005597678,5,Summer
37814,0.023140706,0.0057961117,-0.030109119,0.5508973,0.0076077175,5,Summer
37843,0.069684386,0.034588758,0.04858602,-0.06873859,0.006593581,5,Summer
37848,0.0033658454,0.01184957,0.0024571412,-0.16103704,0.0015090021,5,Summer
37852,-0.013220579,-0.0075774426,0.01988881,-0.16110125,0.0014097732,5,Summer
37857,-0.013432914,-0.019969068,0.10131006,0.06183244,0.0034141045,5,Summer
37865,0.097398855,0.02837403,0.09661674,0.23429407,0.00883973,5,Summer
37880,-0.026015416,-0.015787316,0.06832874,-0.0431319,0.0029611818,5,Summer
37926,-0.036842916,0.030641386,-0.0017810157,-0.14817184,-0.004734251,5,Summer
37931,0.046052966,0.06324054,0.17099208,0.43058679,0.0075051165,5,Summer
37941,0.0015507297,0.038730104,-0.024342908,-0.15124713,-0.004257796,5,Summer
37945,-0.015691059,0.033862926,-0.029654687,-0.1473085,-0.0003974122,5,Summer
37947,-0.02091306,0.03346941,-0.02590911,-0.14700258,-0.00048510544,5,Summer
37950,-0.03178914,0.030978264,-0.011902451,-0.14753067,-0.0018136334,5,Summer
37951,-0.03363719,0.028463103,-0.011875882,-0.14887413,-0.00020097103,5,Summer
37959,0.101322725,0.050466053,0.12402797,0.55588424,0.0031592567,5,Summer
37967,-0.0051941588,0.031695463,-0.013568168,-0.15239023,-0.008404916,5,Summer
37971,-0.01694122,0.022528531,-0.018303016,-0.15061143,0.00011321944,5,Summer
37988,0.034130402,0.03088381,-0.033246696,-0.159469,0.0047000856,5,Summer
37993,-0.0048255287,0.039817333,0.033952847,-0.15957388,-0.013059513,5,Summer
38002,0.018775353,0.039527338,0.1396263,0.26749536,0.0011681181,5,Summer
38011,0.07999479,0.051900245,0.11122611,-0.030380381,0.0047845044,5,Summer
38024,-0.013910422,0.020410474,-0.07634175,-0.054238327,0.002717863,5,Summer
38025,-0.0053063966,0.032589145,0.009852807,0.09107284,-0.0023819131,5,Summer
38026,0.02229312,0.034917958,0.0119125685,0.23526937,-0.0034024674,5,Summer
38035,0.072566465,0.029061917,-0.011273462,-0.041190352,0.002463964,5,Summer
38060,0.036466643,0.025960475,-0.05424604,-0.16124341,0.0046059904,5,Summer
38089,0.006987532,0.02585579,-0.028877351,-0.1567037,-0.0041123023,5,Summer
38090,0.0032055052,0.021498568,-0.022284882,-0.1569744,-0.0016701639,5,Summer
38116,-0.0023264377,0.010655878,0.00042035762,-0.15949968,0.002043698,5,Summer
38130,0.115863726,0.041752305,0.09069476,0.10852576,0.006020668,5,Summer
38148,0.1078664,0.044537406,0.10317825,0.5202814,0.0035950027,5,Summer
38162,0.0109698195,0.031357683,-0.084767476,-0.1529777,-0.0024155374,5,Summer
38166,-0.005243549,0.035481773,-0.03500918,-0.15091585,-0.0025630207,5,Summer
38171,0.08514322,0.035645004,0.03689421,0.40701228,0.0035590767,5,Summer
38186,0.0052430425,0.029431263,-0.08596926,-0.15254964,-0.0030923702,5,Summer
38195,0.09225737,0.034234826,0.027794354,0.3620068,0.008732758,5,Summer
38211,-0.0049157357,0.021865191,0.0034887951,-0.15671922,-0.0044804374,5,Summer
38214,-0.0117804725,0.007196616,-0.036858376,-0.15407804,0.0019545231,5,Summer
38218,0.04152041,0.022624455,-0.0264347,0.14042543,0.0055737104,5,Summer
38219,0.059060927,0.025250243,-0.021734063,0.30347264,0.008327679,5,Summer
38222,0.08537709,0.0298079,0.006558243,0.50367016,0.003737648,5,Summer
38239,-0.016245183,-0.0009259922,-0.028677685,-0.15164648,0.004773997,5,Summer
38244,0.07060583,0.02393137,-0.015895503,0.4465469,0.0065882853,5,Summer
38246,0.08185287,0.017517751,-0.08135926,0.51396555,0.00931667,5,Summer
38248,0.08032794,0.018332927,-0.086868875,0.3871236,0.006542983,5,Summer
38259,-0.004643457,0.026474439,0.0001358913,-0.1544876,-0.011245969,5,Summer
38263,-0.0045652622,0.016769199,-0.05780978,-0.15197115,0.0020497967,5,Summer
38269,0.06907353,0.009867012,-0.13116601,0.4860552,0.0051265326,5,Summer
38282,0.0009470058,0.033168845,-0.035571516,-0.1510924,-0.0056060343,5,Summer
38287,-0.0064139445,0.0261155,-0.050211072,-0.15562467,0.0010601222,5,Summer
38296,0.11035278,0.035703875,0.05075999,0.31661984,0.007960578,5,Summer
38307,0.0011433839,0.0076947636,-0.037281428,-0.1593431,0.00046371398,5,Summer
38308,-0.00048332557,0.0064911637,-0.028880147,-0.1589333,0.00084658386,5,Summer
38315,0.07451824,0.027949905,0.03674822,0.3991848,0.0062881736,5,Summer
38316,0.08582313,0.03018693,0.048235763,0.509811,0.0055149607,5,Summer
38336,-0.01009361,0.030600458,0.022937423,-0.035884805,-0.006143943,5,Summer
38346,0.08190116,0.021640956,-0.022334876,0.110962644,0.007913227,5,Summer
38352,0.0025089514,0.03383126,-0.032829825,-0.15057103,-0.006643477,5,Summer
38389,0.06011464,0.0064398036,-0.17059208,0.5397068,0.006158977,5,Summer
38393,0.097198054,0.032564875,0.029774537,0.11694313,0.009509387,5,Summer
38395,0.07257569,0.04701222,0.083522856,-0.069198325,0.004193994,5,Summer
38406,-0.014915725,-0.0023158502,-0.036290117,-0.15238869,0.0014094495,5,Summer
38435,0.060991112,0.016208503,-0.079624645,0.38109478,0.011375463,5,Summer
38441,0.09706047,0.02386892,-0.03362296,0.23080544,0.008709449,5,Summer
38444,0.045622926,0.017187571,-0.08938022,-0.1594171,0.003151731,5,Summer
38447,0.018212304,0.024955504,-0.04564051,-0.15939678,-0.0027966886,5,Summer
38479,-0.0026759093,0.022581298,0.13891855,-0.11709975,0.0047988375,6,Summer
38489,0.16184276,0.058958665,0.20827423,0.2009524,0.0053404304,6,Summer
38498,0.012274875,0.050163917,0.08516809,-0.17747577,-0.0071253413,6,Summer
38502,-0.009355985,0.026889458,0.095782004,-0.18073395,0.00045720753,6,Summer
38520,0.018324811,0.02898004,-0.000559814,-0.16269109,-0.008962102,6,Summer
38524,-0.0002719748,0.020895462,0.012735904,-0.16163664,-0.00046599784,6,Summer
38528,-0.008021171,0.0056773415,0.110601924,-0.010396934,0.00459301,6,Summer
38538,0.1310306,0.039640337,0.0797603,0.10812409,0.006660196,6,Summer
38543,0.026215402,0.028391609,-0.040728606,-0.15823759,-0.000973779,6,Summer
38544,0.021615613,0.031137327,-0.028970517,-0.16086993,-0.003447411,6,Summer
38558,0.13625833,0.03806662,0.08534574,0.54843736,0.0056244056,6,Summer
38563,0.10979804,0.04413539,0.06747645,-0.0416914,0.0038703822,6,Summer
38565,0.04515232,0.02674078,-0.046055146,-0.15958357,-0.0014523624,6,Summer
38568,0.028445952,0.029129922,-0.0035779525,-0.16239621,-0.003928942,6,Summer
38570,0.013737015,0.021992372,0.023375534,-0.16661923,-0.002082027,6,Summer
38583,0.14803053,0.037513837,0.12791677,0.51848924,0.008838372,6,Summer
38584,0.15920591,0.043058034,0.119203344,0.31075716,0.01356886,6,Summer
38593,0.03072097,0.013989648,0.058335327,-0.17524798,-0.0029607527,6,Summer
38594,0.023750294,0.009204918,0.06795098,-0.17746833,-0.00065762346,6,Summer
38605,0.121274404,0.022658076,0.117561676,0.54014456,0.0067756786,6,Summer
38639,0.047647506,0.02903817,0.03618644,-0.16842411,-0.0022162544,6,Summer
38640,0.038939577,0.029737333,0.044642933,-0.17048824,-0.0036762254,6,Summer
38643,0.012772752,0.023530012,0.050411593,-0.1712616,-0.00037833714,6,Summer
38647,0.00037844345,0.017884862,0.098996796,-0.12649281,0.004665062,6,Summer
38649,0.028255994,0.02672511,0.101956844,0.05650265,0.005437735,6,Summer
38672,0.0013229308,0.00874534,0.07446645,-0.05279508,0.0046045235,6,Summer
38676,0.106279984,0.03418338,0.14794466,0.45821178,0.00370777,6,Summer
38685,0.03436927,0.023609472,-0.040913492,-0.15947542,-0.002474905,6,Summer
38690,0.0130829625,0.010138188,-0.025707487,-0.16136025,0.0021964868,6,Summer
38695,-0.0008200217,0.0077265147,0.05932972,-0.13456263,0.0053054397,6,Summer
38698,0.07715766,0.012202457,0.118026905,0.20017268,0.010474167,6,Summer
38754,0.05197552,0.0031915528,0.073631816,0.08323621,0.002659416,6,Summer
38783,0.014614851,0.013971771,-0.055960752,-0.16033553,-3.0543095e-05,6,Summer
38784,0.0109324865,0.013607247,-0.052125864,-0.16055885,0.0006833752,6,Summer
38803,0.081594445,0.035523053,0.036545247,-0.012369649,0.0035928134,6,Summer
38804,0.05440487,0.023594152,-0.035573192,-0.14983585,0.00084962934,6,Summer
38815,0.002552683,0.01611257,0.017037844,-0.14089668,0.0066610826,6,Summer
38826,0.109404676,0.038789168,0.09048201,0.10498454,0.0034072662,6,Summer
38830,0.0385862,0.03376037,0.034109056,-0.16649953,-0.003585723,6,Summer
38835,0.007280856,0.030176125,0.014583756,-0.16224557,-0.008372567,6,Summer
38839,-0.0012099713,0.020867663,0.031217549,-0.139394,0.0069019035,6,Summer
38844,0.09479405,0.024982497,0.016927177,0.48747987,0.006656954,6,Summer
38884,0.004758956,0.0027471865,-0.028492756,-0.16116758,0.00019405094,6,Summer
38964,0.097724415,0.013991791,-0.042820416,0.4207584,0.009199151,6,Summer
38972,0.08836725,0.019651804,0.10351492,-0.13404955,-0.001068617,6,Summer
38980,0.027945016,-0.012467274,0.055505406,-0.17674695,-0.0028962116,6,Summer
38981,0.02169978,-0.015260377,0.055664707,-0.17606714,-0.0010870785,6,Summer
38991,0.14349051,0.015370484,0.13544552,0.50126517,0.006826692,6,Summer
38992,0.14495414,0.019498222,0.13794748,0.4125102,0.005296825,6,Summer
38999,0.05358405,0.002471666,0.059402734,-0.1837835,-0.00017657336,6,Summer
39017,0.14211673,0.022136685,0.08334444,0.2799865,0.007755942,6,Summer
39038,0.12226447,0.0067483094,0.06820859,0.522249,0.006627503,6,Summer
39054,0.023969714,-0.02470148,0.08956832,-0.1829727,-0.0031667727,6,Summer
39092,0.089767545,0.019070426,0.13506775,-0.13266233,0.00065273297,6,Summer
39102,0.0025093902,-0.037926953,0.04541009,-0.17264432,-0.00035412054,6,Summer
39117,0.07764966,4.3643748e-05,0.105688155,-0.19360717,0.0015732882,6,Summer
39120,0.038479514,-0.01738852,0.09349943,-0.18690272,-0.004929893,6,Summer
39132,0.073205166,0.002465624,-0.05314869,0.11453972,0.0052053365,6,Summer
39140,0.061164077,-0.0023927882,0.07109474,-0.14351204,-0.0016829544,6,Summer
39141,0.05235508,-0.0054699155,0.05728891,-0.18405573,-0.0013488029,6,Summer
39149,0.004581393,-0.03191346,0.01630182,-0.1672483,0.0009965111,6,Summer
39164,0.027865777,-0.016040307,0.05667093,-0.12959875,-0.0040029367,6,Summer
39175,-0.0028346756,-0.030093106,-0.056196995,-0.15355404,0.0027764386,7,Monsoon
39182,0.09228124,-0.002005878,0.039932948,0.5384214,0.0066206236,7,Monsoon
39189,0.04463744,-0.007295423,-0.0073779896,-0.17090595,-0.00240686,7,Monsoon
39196,0.0040132403,-0.032501183,0.023533469,-0.16830568,0.00043350176,7,Monsoon
39229,0.033804547,-0.024690952,-0.008816125,0.3526476,0.009621929,7,Monsoon
39242,0.0017503217,-0.03014007,0.0340538,-0.16859534,-8.1040234e-05,7,Monsoon
39253,0.056452714,-0.0130224675,0.029621454,0.45167086,0.008118214,7,Monsoon
39264,0.010916236,-0.024918482,0.030315144,-0.17015031,0.00082128623,7,Monsoon
39271,-0.0017331482,-0.030054707,0.010013651,-0.14711145,0.0069376994,7,Monsoon
39299,0.02724218,-0.0028179698,-0.09798302,0.34335023,0.015918989,7,Monsoon
39300,0.04162531,-0.0011513114,-0.061963134,0.4204487,0.011807038,7,Monsoon
39309,0.020679394,-0.00691298,-0.01761877,-0.16483751,-0.00058397034,7,Monsoon
39314,0.000609781,-0.026350806,-0.02110994,-0.16126676,-0.0008584912,7,Monsoon
39322,0.014191906,-0.02650536,0.04729603,0.14041571,0.003444402,7,Monsoon
39337,-0.0022617355,-0.0340644,-0.0016350071,-0.16224428,0.00039640773,7,Monsoon
39359,0.016415726,-0.018494492,-0.022292953,-0.16452403,-0.00060530304,7,Monsoon
39363,0.0015813818,-0.025591372,-0.035714895,-0.16267397,0.00048387202,7,Monsoon
39383,0.028910253,-0.008841378,-0.0432874,-0.16535226,-0.0015507598,7,Monsoon
39402,0.10072353,0.008017084,0.058655586,0.122598656,0.003515711,7,Monsoon
39404,0.059666153,0.0051016943,0.027807605,-0.14650577,-0.0012065053,7,Monsoon
39407,0.040054273,-0.004382739,-0.00937598,-0.1691602,-0.001706189,7,Monsoon
39408,0.03600212,-0.0072246296,0.0101807285,-0.17019644,-0.0022807757,7,Monsoon
39427,0.09919441,0.00943579,0.13747852,-0.0485949,0.003916406,7,Monsoon
39445,0.06314521,-0.0089366725,0.024033708,0.42100158,0.006905977,7,Monsoon
39459,0.006447082,-0.021380777,0.006840525,-0.16448198,0.0009826935,7,Monsoon
39468,0.07241197,0.002118881,-0.042784546,0.29219976,0.012677957,7,Monsoon
39481,0.013116428,-0.018252986,-0.008675179,-0.16437835,-0.0002794738,7,Monsoon
39482,0.008077742,-0.020473259,0.0009942601,-0.16461055,0.00014540523,7,Monsoon
39483,0.0049112313,-0.022510506,0.01656222,-0.16549334,0.00095876615,7,Monsoon
39489,0.021882242,-0.032114837,0.10656174,0.04934305,0.0050148773,7,Monsoon
39504,0.016549516,-0.011412572,-0.05011777,-0.16369176,-0.00042239664,7,Monsoon
39517,0.06695738,0.0076650498,-0.1106766,0.47500104,0.009136024,7,Monsoon
39544,0.054976374,-0.0010240198,-0.07294882,0.15539876,0.010762002,7,Monsoon
39546,0.03171905,0.0014659605,-0.107018664,-0.13222425,0.0016974584,7,Monsoon
39560,0.0037468353,-0.027655419,-0.0020583533,-0.07266556,0.004020594,7,Monsoon
39573,0.038905583,-0.005877333,0.03539104,-0.17437427,-0.0029583427,7,Monsoon
39587,0.06787488,-0.012016204,0.07379283,0.31974915,0.010741678,7,Monsoon
39588,0.06897798,-0.013212225,0.07974657,0.42522982,0.006314854,7,Monsoon
39605,-0.00206326,-0.021184234,0.0472843,-0.16996038,-0.0003967255,7,Monsoon
39616,0.11197577,0.008744167,0.11557114,0.43901265,0.0067540943,7,Monsoon
39628,0.0038944655,-0.00997058,0.08724181,-0.17992884,0.00052650284,7,Monsoon
39666,0.101979755,0.02003295,0.08072216,0.14590687,0.0021641077,7,Monsoon
39673,0.013729729,-0.005819346,0.039945982,-0.17054869,0.0019061863,7,Monsoon
