,T,RH,WS,Rs,P,month,season
3590,0.11175495,0.016942916,0.055833843,0.46509972,0.010978603,5,Summer
3593,0.11101161,0.026731437,0.047887992,0.10619074,0.0096922675,5,Summer
3604,-0.019139996,-0.045361914,0.07345076,-0.18016541,0.00044573494,6,Summer
3620,0.053924855,0.019451631,0.03907318,-0.18239005,0.002525815,6,Summer
3635,0.057107005,-0.006446812,0.08908228,0.45617968,0.012020396,6,Summer
3648,0.021434847,0.0028857943,0.078525424,-0.18525201,-0.00013267196,6,Summer
3651,-0.013982092,-0.03181301,0.06821952,-0.17818575,0.00022260459,6,Summer
3658,0.033939295,-0.0061840955,0.10858879,0.35094652,0.014359539,6,Summer
3660,0.09581998,0.0075850016,0.120223574,0.52951676,0.011697469,6,Summer
3689,0.11505139,0.037700545,0.09036219,0.10968352,0.0097810095,6,Summer
3700,-0.018214297,-0.044860862,0.0686975,-0.17839304,0.00039327834,6,Summer
3702,-0.025408303,-0.05482677,0.082952194,-0.13828024,0.004385136,6,Summer
3703,-0.026318718,-0.05545335,0.078048676,-0.06909914,0.0057063564,6,Summer
3704,-0.017264057,-0.04436672,0.07880094,0.051175274,0.0032815358,6,Summer
3724,-0.014454967,-0.036574315,0.055593375,-0.17605646,0.00085797004,6,Summer
3728,-0.014108942,-0.033223294,0.0639376,-0.0101967035,0.0045156204,6,Summer
3731,0.05476889,0.0060758917,0.072167985,0.31363544,0.011026409,6,Summer
3738,0.08466569,0.03348582,0.043989368,-0.06879589,0.008610388,6,Summer
3770,0.008491995,0.013083337,0.010089527,-0.16755265,0.0048046475,6,Summer
3782,0.10426411,0.023529056,-0.0027276166,0.44762078,0.012234756,6,Summer
3797,-0.006832141,0.00030154627,0.0485971,-0.1744325,0.0034583975,6,Summer
3801,0.014097124,0.012621282,0.070702314,0.17584035,0.009691654,6,Summer
3818,0.014464705,-0.0107699195,0.054867007,-0.17927064,-0.0019604561,6,Summer
3848,0.021625226,0.00805868,0.04757489,0.03360705,0.00554668,6,Summer
3852,0.085982926,0.019946473,-0.11642894,0.4780622,0.012084599,6,Summer
3855,0.09017206,0.01801408,-0.1656652,0.4232244,0.01512166,6,Summer
3860,0.054823764,0.026512321,-0.106551036,-0.16748862,-0.0016543398,6,Summer
3891,-0.0064931014,-0.044651788,0.06090079,-0.1771024,-0.004842223,6,Summer
3914,0.0005460839,-0.030899398,0.047669496,-0.17410369,-0.0034857842,6,Summer
3923,0.038255747,-0.0061056293,-0.068384536,0.28024518,0.0127151245,6,Summer
3924,0.034157462,-0.010014264,-0.034123417,0.4352602,0.011736755,6,Summer
3928,0.033055086,-0.021016208,-0.0013878783,0.11702669,0.0055169547,6,Summer
3947,0.024126789,-0.006878171,-0.069767,0.43569267,0.011567673,6,Summer
3962,-0.0075388416,-0.05330942,0.051254872,-0.17510346,-0.004963404,6,Summer
3988,-0.02244928,-0.062333945,0.021104392,-0.1658072,0.0014411003,6,Summer
3997,0.08626839,0.010637688,0.04743612,0.50090796,0.009249038,6,Summer
